Unnamed: 0,title,text,label
4121,Benghazi: The fundamental question that still hasn't been answered,"The Benghazi Committee set out to investigate why four Americans died in Benghazi September 11, 2012, not to damage a presidential candidate. Rightly or wrongly, their credibility has been called into question, including by statements from fellow Republicans.

What I’ll be watching for on Thursday is not questions about Hillary Clinton’s emails; but the fundamental question:  What were the Americans doing in Benghazi in the first place?  Consulates and embassy annexes are where diplomats issue visas and find lost luggage, and that’s clearly not what former special forces Americans were doing.

Who was Ambassador Stevens supposed to meet in Benghazi, and who was responsible for his security?

Which Libyan militia groups were we partnering with and who vetted them?

For over a year there have been unconfirmed reports that the Benghazi was a gun running operation to take Qaddafi’s abandoned weapons and turn them over to Syrian rebels. Is this what the American contractors were doing – running guns?

Were we working with and arming Libyan rebels who turned out to be Al Qaeda-type terrorists?  If that’s true, then not only was this foolish, it was illegal.

Some have said that all of this is reminiscent of Watergate. And yes, Secretary Clinton worked House Judiciary Committee as a 27-year-old staff attorney during the Watergate investigation.  But these are echoes not of Watergate, as some have claimed, but of the Iran-Contra affair.

The committee should focus on what happened in the weeks leading up to the Benghazi attack.

They should ask why Ambassador Stevens’ repeated calls for more security were ignored.

They should question why there was no rescue mission mounted while our men were under attack.

And, yes, they should ask who decided to lie about the events on September 11, 2012 being a planned terrorist attack and instead of using the lame excuse that they were the result of a YouTube video sparking a demonstration that got out of hand.

These questions have all been asked before but they have never answered.

Now, fast forward to October 22, 2015, the committee has new evidence, including Ambassador Stevens’ own emails. This time it will be difficult for any witness to keep dodging the questions.

Finally, and perhaps the most fundamental question of all – was the fiasco of the Libyan war another example of the Obama administration’s love affair with moderately radical Islamists? Has the Obama administration been willfully blind -- from the start -- to the dangers posed by all radical Islamists in Libya, in Egypt, in Syria, in Iraq, in Iran?

There is an overwhelming temptation for any politician in today’s Washington to be partisan.  But it was the same forty years ago during the Watergate scandal.

I know because I was there, working for Richard Nixon and Henry Kissinger as a young aide in the West Wing.  It was a dark time not just for the Nixon team, but for the country.

The nation’s business was put on hold for well over a year while we investigated the president and his closest associates.

In the end, the system worked. Nixon resigned, a new president was sworn in and the rift was healed. It was due in no small part to the integrity of the Watergate Committee members – both Republican and Democrat.

Most of them were able to rise above politics and serve the nation’s business. A few, however, learned a different lesson – not the lesson that no one is above the law, but as long as you don’t get caught…

Was Secretary Clinton trying to hide something with her private email system? Perhaps. But that’s for the FBI to decide, not the House Republicans.",REAL
8432,U.S. Near Bottom in Public ‘Confidence in Elections’,"MOST Voters Now Think Clinton Broke the Law … TWICE As Many As Think that Trump Did → kimyo 
what is your interpretation of the following email from podesta re: a 2015 cnbc interview in which sanders stated “When you hustle money like that, you don’t sit in restaurants like this” and “That type of wealth has the potential to isolate you from the reality of the world.” 
podesta: This isn’t in keeping w the agreement. Since we clearly have some leverage, would be good to flag this for him. I could send a signal via Welch–or did you establish a direct line w him? Donate Recent Posts",FAKE
4036,A surprisingly fascinating theory for why Canada is so boring,"Why is Canada so boring? It's a question that Canadian journalist Jeet Heer tried to answer in a series of tweets that are both quaintly earnest (this is a Canadian writing about Canadianness, after all) and surprisingly insightful. The question, it turns out, gets to the very core of what it means to be Canadian. That might sound to Americans like the setup to a joke, but to the country's 36 million citizens it's a very real — and not totally settled — issue.

The full series of tweets is embedded below and well worth your time, but Heer lands on two theories. (As he clarifies, these apply to English-speaking Canada, not to the culturally un-integrated French-speaking Quebec.)

The nice theory: Canadians have cultivated an identity of boringness as an alternative to the two other cultures that loom so large for them: the British, whose empire they were a part of until relatively recently, and the noisy Americans to the south. ""Canadian boringness isn't intrinsic: it's something we work at, cherish and reward,"" Heer writes. Because both of those cultural forces exert such power in Canada, cultivated boringness is another way of saying, ""We are not British and we are not American.""

The less nice theory: Canada's self-made image of boringness is really just shorthand for whiteness. In other words, Canadian culture emphasizes ""look at how charmingly boring we are"" as a polite way of saying ""this is a white, Anglo nation."" Or, as Heer put it, ""The constructed mask of boringness is also the mask of whiteness."" This, he suggests, ""presents the county as being much whiter than it is"" and is a way to exclude First Nations and ethnic minorities from Canadian identity.

There is probably real truth to both of these.

One point I will add is that I've noticed Canadians frequently describe their culture in contrast to American culture. But talking so much about how you are different from Americans is really just another way of talking around all the ways you're similar, and this preoccupation with highlighting the differences and downplaying the similarities has always felt telling to me.

Canadian writer Bruce McCall, in a great 2013 Vanity Fair piece on why Canada produces so many successful comedians, explained it as a kind of resistance to American culture. ""It is impossible to fully express Canadian resentment of America's cultural dominance, and the sense of impotence and helplessness,"" he writes. ""Humor — subversive, ironic, usually dark — is one of the very few weapons available to the oppressed."" But that's not just a reaction to American identity, of course; it's also a way of dealing with the fact that it leaves very little room for a distinct Canadian identity. Cultivated Canadian boringness is perhaps a way of owning that problem, and making it the identity itself.

Here's Jeet Heer's full series of tweets on the subject:

If you made it to the bottom, as a reward, here is a great old Jim Carrey standup bit on American conceptions of Canada that speak to my earlier points:",REAL
5504,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),"By Lasha Darkmoon on November 1, 2016 Tom Leonard — Darkmoon.me Oct 31, 2016 with pictures, captions, and comments by Lasha Darkmoon Hillary Clin­ton faced an up­set in her run for the White House two days ago af­ter the FBI an­nounced a fresh probe into her emails. In­ves­ti­ga­tors will examine new mes­sages to see whether she sent clas­si­fied in­for­ma­tion on a private server. Just ten days be­fore Amer­i­cans go to the polls, the Demo­crat candidate’s bid to be­come the first woman US pres­i­dent may be de­railed if it is de­cided she should face crim­i­nal charges. ‘I AM INNOCENT!’ Recent Polls sug­gest Mrs Clinton will trounce Repub­li­can ri­val Don­ald Trump, who has been strug­gling to fight al­le­ga­tions about grop­ing women. But Mrs Clin­ton will now be forced on the de­fen­sive her­self in the fi­nal days of their vi­cious elec­tion bat­tle. LD : The latest news is that Hillary’s 12-point lead has been “ wiped out ” within the last 24 hours, with Hillary now just one point ahead of Trump. This could of course change at any moment, with rapid fluctuations, depending on the volatility of the situation. FBI di­rec­tor James Comey had rec­om­mended ear­lier this year that the Department of Jus­tice not press charges over emails sent by Mrs Clin­ton when she was sec­re­tary of state un­der Barack Obama. But he said ‘re­cent de­vel­op­ments’ had prompted him to take an­other look. The agency has ob­tained new emails from an un­re­lated case that ‘ap­pear per­ti­nent’ to the in­ves­ti­ga­tion, said Mr Comey. A ju­bi­lant Mr Trump hailed the dra­matic de­vel­op­ment of a re-opened investigation as ‘big­ger than Water­gate’, a ref­er­ence to the cor­rup­tion scan­dal that brought down Richard Nixon. ‘Bigger than Watergate’ The con­tro­versy has weighed heav­ily on the cam­paign, chal­leng­ing Mrs Clinton’s key con­tention that – un­like her opponent – she would be a safe pair of hands in the White House. Mr Comey an­nounced in July that the FBI’s 12-month investigation into Mrs Clinton’s con­tro­ver­sial email traf­fic while secretary of state was over. She was crit­i­cised for us­ing a pri­vate email server rather than the of­fi­cial system to trans­mit clas­si­fied in­for­ma­tion, but escaped prose­cu­tion. In a harshly-worded crit­i­cism of her ‘ex­treme care­less­ness’ and ‘gross negligence’, Mr Comey said it was pos­si­ble that hos­tile for­eign govern­ments had gained ac­cess to her poorly-pro­tected ac­count. He also flatly con­tra­dicted var­i­ous Clinton claims al­though – in ex­plain­ing why he had not rec­om­mended pros­e­cut­ing her – he ac­cepted there was no evidence she had in­ten­tion­ally jeop­ar­dised state se­crets. The scan­dal has been bran­dished by Repub­li­cans as ev­i­dence of Mrs Clin­ton’s dis­hon­esty and in­com­pe­tence. Mr Comey informed Congress by let­ter that his agency had ob­tained new emails. They will be re­viewed to see if they are sig­nif­i­cant and if new ac­tion against Mrs Clin­ton is re­quired. Mr Comey did not give a time­frame for how long this in­ves­ti­ga­tion will take. The orig­i­nal FBI probe found that of 30,000 emails Mrs Clin­ton handed over to the State Depart­ment, 110 con­tained in­for­ma­tion that was clas­si­fied at the time she sent or re­ceived them. How­ever, an­other 33,000 emails went miss­ing. They were pre­sumed to have been per­ma­nently deleted but newly re­leased FBI notes sug­gested they still ex­ist in sev­eral locations and could be re­cov­ered. It is un­clear whether any of these are in­volved in the new FBI in­quiry. Law en­force­ment of­fi­cials said the newly dis­cov­ered emails were taken from the elec­tronic de­vices of se­nior Clin­ton aide Huma Abe­din and her dis­graced hus­band An­thony Weiner dur­ing an in­ves­ti­ga­tion in the lat­ter’s ‘sex­ting’ of girls. Anthony Weiner, Huma Abedin. Click to enlarge Note by LD : Huma Abedin is an American Muslim of Indo-Pakistani descent. Weiner is a disgraced Jewish politician who has been involved in a series of sex scandals. When Huma found out about her husband’s sleazy sexual activities, she was forced to divorce him. This was in August 2016. The unlikely couple had been married for just over six years. As for Huma, her relationship with Hillary Clinton has been an extraordinarily close one for almost 20 years, so much so that there have been sensational rumors of a lesbian liaison . The view for popular consumption is that Hillary is Huma’s “mentor” and “mother figure”. Hillary once compared Huma to her own daughter Chelsea. “I have one daughter,” she said. “But if I had a second daughter, it would be Huma.” Huma’s real mother, noting that Hillary had now replaced her in her daughter’s affections, once told Hillary jokingly, “I’m jealous of you!” (See here ) John Lennon’s widow, Yoko Ono ( pictured ), claims to have had a lesbian affair with Hillary in the 1970s. “We met many times,” Yoko boasts, “and became very intimate ! ” (LD) TOM LEONARD continues : Weiner, a for­mer Demo­crat con­gress­man for New York, be­came em­broiled in a se­ries of scan­dals over ex­chang­ing sex­u­ally ex­plicit text mes­sages with a string of women. He sep­a­rated from Miss Abe­din, vice chair­man of the Clin­ton cam­paign, in Au­gust. It is un­der­stood the FBI is in­ves­ti­gat­ing Weiner af­ter it was re­vealed that he had been sex­ting a high school stu­dent who was 15 at the time. Mr Trump re­acted with de­light to Mrs Clin­ton’s 11th-hour elec­tion night­mare. Ad­dress­ing a ju­bi­lant crowd in New Hamp­shire, Trump said: ‘ Hil­lary Clin­ton’s cor­rup­tion is on a scale we’ve never seen be­fore. We must not let her take her crim­i­nal scheme into the Oval Of­fice.’ Mr Trump had pre­vi­ously crit­i­cised the FBI and Depart­ment of Jus­tice for not bring­ing charges against his elec­tion opponent. His run­ning mate, Mike Pence, called on the FBI to im­me­di­ately re­lease all the emails per­ti­nent to the investigation, adding: ‘The Amer­i­can peo­ple have a right to know.’ The Repub­li­can vice pres­i­den­tial can­di­date told a rally in Penn­syl­va­nia, that he and Don­ald Trump ‘com­mend the FBI for hav­ing the courage to re­open the case’. Chants of ‘Lock her up!’ came even be­fore Mr Pence ref­er­enced the FBI investigation. Mrs Clin­ton ig­nored shouted ques­tions from re­porters about the new FBI investigation as she walked off her plane in Cedar Rapids, Iowa. House Speaker Paul Ryan, the most se­nior Repub­li­can in Congress, said she had be­trayed Amer­i­cans’ trust for han­dling ‘the na­tion’s most im­por­tant secrets. HOT NEWS! (just sent in by our Far Eastern correspondent ‘FM’) LATEST! . . . 4-minute VIDEO",FAKE
8426,"Word Via Ned Dougherty Nov 1, 2016","By wmw_admin on November 5, 2016 End Times Daily — Nov 1, 2016 St. Rosalie’s Parish Eucharistic Chapel, Hampton Bays, NY Our Lady of Light My dear son, On this very important feast day in the Church of My Son Jesus, the Redeemer of the world, I come to you with greetings from not only your Heavenly Mother, but also from your brothers and sisters, who are now united with us in the Eternal Kingdom of the Father in Heaven. You must know that your brothers and sisters are particularly saddened by the events that are taking place in your world, but your brothers and sisters in Heaven know resolutely that all will be fulfilled in the end according to the Word of the Father in Heaven. But your brothers and sisters know the challenges that you are going through in your world, particularly in the United States of America, where the evil one, the demon from hell, is currently waging his battle for the future of your country, and his minions are working overtime to keep the evil one in power and control over the rest of you. The challenge for you living here on Earth, not only in America, but throughout the world is to identify and defeat the minions of satan, who are stealthily going about their plans to create a draconian new world order to dominate and control the rest of you. Alas! Now the minions of satan are becoming exposed to the rest of you, as it has been ordained through the intervention of the Father in Heaven through His Son, the Redeemer of the world. In your governments, your institutions, your foundations, your places of higher learning, as well as through your commercial businesses and entities, and in your media and entertainment, you are seeing the work of the evil one stripped bare and the minions of the evil one fully exposed now. This dressing down of the minions of satan has been made necessary for the Father’s plans for mankind to be realized. However, the Father in Heaven and His Son, the Redeemer of the world, are relying on you, the sons and daughters of all that is good, to stand up to the challenge presented by those who are supporting all that is evil. Never before has it been so clear to you, who among your public figures have sworn their allegiance to the evil one, so it is imperative upon humanity in these times to remove these evilly motivated and controlled individuals from places of power and authority, for such is the will of your Father in Heaven. You have been given a unique opportunity in the history of mankind to reduce, nay to eliminate, all the evil in the world that comes from satan, but that is implemented and fueled by his minions. Do not avoid the truth at this point! Now is the time to remove the despots from their positions of power and authority and to replace them with those who can align themselves with the Heavenly Father and His Son to usher in a New Heaven and a New Earth, as opposed to the new world order of the evil one. So be it!",FAKE
5179,Trump suggests 'profiling' of Muslims as response to terrorism,"Donald Trump, who has proposed a moratorium on Muslim immigration into the United States and possible surveillance of mosques, is now talking about ""profiling"" Muslims as a response to terrorism.

""I think profiling is something that we're going to have to start thinking about as a country,"" Trump said on CBS' Face The Nation.

While adding that ""I hate the concept of profiling,"" Trump said that ""we have to start using common sense and we have to use, you know, we have to use our heads.""

Profiling is an oft-criticized law enforcement tactic. The National Institute of Justice -- the research and development of the Justice Department -- defined racial profiling as a ""practice that targets people for suspicion of crime based on their race, ethnicity, religion or national origin.""

African-Americans and Hispanics have long protested police profiling that ranges from traffic stops to questioning about alleged crimes.

Trump has stepped up comments about ""radical Islamic extremism"" in the wake of last week's mass shooting at a gay nightclub in Orlando, and his proposals have drawn criticism from opponents.

Democratic presidential candidate Hillary Clinton said the Muslim migration ban and other proposals would help the Islamic State and other extremists recruit new members, and alienate Muslim nations who are helping the U.S. fight terrorism.

Trump's approach ""is un-American,"" Clinton said last week. ""It goes against everything we stand for as a country founded on religious freedom. But it is also dangerous.""

In his CBS interview, Trump said Israel and other nations use profiling. ""We're not using common sense,"" he said.",REAL
4882,Gary Johnson snags newspaper endorsement,"Libertarian presidential nominee Gary Johnson received the endorsement of a prominent Virginia paper in an editorial posted Saturday night, notching a Labor Day weekend win for his third party bid.

The glowing appraisal of Johnson's candidacy by the Richmond Times-Dispatch's editorial board contrasts the former New Mexico governor with Republican nominee Donald Trump and Democratic standard-bearer Hillary Clinton, both of whom lack the proper character traits to be president, the paper said.

""Neither Donald Trump nor Hillary Clinton meets the fundamental moral and professional standards we have every right to expect of an American president,"" the editorial board writes.

The editorial board's backing of Johnson is also a break in its partisan leanings, as it has endorsed Republican candidates in every presidential election for the past 36 years.

Johnson performed poorly in Virginia during his 2012 effort, securing less than one percent of the state's vote . The ex-governor has said he hopes to break out this year due to the low favorability ratings for Trump and Clinton, and the paper followed that line of thinking.

The editorial also called for Johnson to join the nationally-televised debates alongside Trump and Clinton. The former governor has said repeatedly that he needs to make the general election debates to have any realistic chance at the White House. The presidential debate commission requires a candidate to reach an average of 15 percent in the polls it has selected. Johnson must rapidly improve his position to meet this threshold. CNN's latest poll of polls found Johnson sitting at an average of 9 percent nationwide, and a Quinnipiac poll from mid-August had Johnson at 12 percent in Virginia.",REAL
2262,Gay Marriage Ruling Fallout: Christian Leaders React,"Christian leaders are responding with love, concern and warnings of civil disobedience in the aftermath of the Supreme Court's historical decision on marriage.

The high court has declared that same-sex couples have a constitutional right to marry anywhere in the United States.

They have already had the right in 36 states and the District of Columbia.  Now, the remaining 14 states will no longer be allowed to uphold their definitions of traditional marriage.

*Click play to watch more of our extensive coverage as Christian leaders react to the court's decision.

Former governor and presidential candidate Mike Huckabee tweeted that the ruling is ""an out-of-control act of unconstitutional judicial tyranny.""

Bob Vander Plaats, a conservative activist in Iowa, told supporters the court ""succumbed to demands to invent a new constitutional 'right' never imagined by our Founders.""

What impact with the gay marriage ruling have on religious liberty? CBN News spoke with Austin Nimocks of the Alliance Defending Freedom for his perspective. Click below to watch.



 Rev. Albert Mohler, the president of the Southern Baptist Theological Seminary, admonished followers in a tweet, ""the challenge for Christians now is to speak the truth in love and to speak love in truth.  Love of neighbor means we cannot lie about marriage.""

Many Christian leaders believe the ruling will create a restricted role for people of faith in American society.

""The Supreme Court has stripped all Americans of our freedom to debate and decide marriage policy through the democratic process,"" Jim Campbell, of the Alliance Defending Freedom Senior Legal Counsel, said. ""The freedom to democratically address the most pressing social issues of the day is the heart of liberty.""

*** Many faith leaders believe the Supreme Court ruling recognizing gay marriage will put religious liberty will be at risk.

In the weeks before the ruling came down, the Southern Baptist Convention partnered with the Alliance Defending Freedom to provide guidance for churches and other faith-based institutions called Protecting Your Ministry. CBN News interviewed Dr. Russell Moore about the booklet earlier this month. Watch our interview below.



 Rev. Samuel Rodriguez says the decision ""serves as a defacto and legal catalyst for the marginalization of Americans who embrace a biblical worldview.""

   

 Many leaders, such as Liberty Counsel's Mat Staver, have already called for civil disobedience in response to such a ruling.  Others individuals and organizations are studying the ruling to determine the best ways to respond.",REAL
1646,Should NBC have let Donald Trump host 'Saturday Night Live'?,"Although Donald Trump's punch lines drew few laughs, some critics are the most embarrassed for NBC, saying the network sacrificed comedic integrity for Trump-promised ratings.

Will Trump's plan to register Muslims make it to The White House?

Tesla under Trump: How will electric cars fare under the next president?

This Nov. 3, 2015 photo provided by NBC shows, ""Saturday Night Live"" cast member Cecily Strong, left, and Republican presidential candidate Donald Trump in New York. Trump hosted the show on Nov. 7.

For NBC’s late night comedy ‘Saturday Night Live,’ cameos by presidential candidates are pretty much expected.

But a presidential candidate as host? That is more surprising. And as the Associated Press put it, “Despite a 40-year history of lampooning politicians while inviting some to mock themselves as on-air guests, booking a presidential candidate to host the NBC sketch-comedy show is almost unprecedented.”

On Saturday, leading GOP presidential candidate Donald Trump hosted Saturday Night Live, as protesters  picketed outside of the New York studio. And although Trump drew few laughs, some say his hosting appearance was a smart political move for the real estate mogul. Trump shaped the show to his advantage, and NBC let him.

Before the show, Trump told Fox News’ Bill O’Reilly that he refused to participated in some skit ideas because they were “too risqué” and “I’m leading in Iowa, I want to stay leading in Iowa.”

“I walk into the room, there are 100 [writers] – and they’re all about 17 years old, OK? They’re all young and all up in your face,” Trump told O’Reilly. “But they come up with many, many skits and you pick the ones you think you like.”

According to a measurement by Variety, Trump was on screen for about 12 minutes – far less than past hosts’ time on screen, with Amy Schumer clocking in nearly 26 minutes for the Oct. 10 episode  she hosted and Miley Cyrus starring in almost 22 minutes for her Oct. 3 episode.

Maybe NBC was conscious of Trump’s limited experience performing scripted comedy, or maybe they were hyper-aware of the FCC’s ‘equal time rule’ that requires television stations to grant equal air time to other presidential candidates who request it. Either way, Trump seemed confident that his SNL appearance would garner high ratings for NBC – no matter how they were won.

Trump’s episode gave SNL its biggest ratings since 2012, close to 10 million viewers. Saturday’s episode beat the previous ratings high from the season premiere a few weeks ago with host Miley Cyrus by 47 percent. The ‘Trump effect’ is also evident in GOP debates, where the first three debates hit 61 million viewers, a statistic that took 13 debates in 2011.

With the majority of Americans having ‘unfavorable’ views of Trump, the ratings are could be less of a signal towards political success and more proof of Americans fascination, morbid or otherwise, with the billionaire presidential contender.

Hank Stuever, the Washington Post's television critic, called Trump's appearance ""almost certainly inappropriate"" for the network, as well as unfunny.

""Having Trump host “SNL” is a tacit nod of approval — of his message, his antics and, yes, his campaign to be the Republican presidential nominee,"" wrote Mr. Stuever.

""Bring back the old America,"" he writes, ""the one where our preeminent vehicle for topical satire would have ably skewered a hateful, nonsensical, vainglorious presidential candidate, rather than invite him into the club and give him more of the empty-calorie media attention he seeks.""",REAL
4488,"Vital VA hospital project in limbo as price tag soars, lawmakers vow no ‘bail-out’","Nearly one year after a new VA secretary vowed to clean up a broken health care system for America's veterans, a vital new hospital hangs in the balance as lawmakers and the agency fight over how to pay for it.

The dispute came to a head this week as construction on the medical center in Aurora, Colo., was poised to grind to a halt Sunday without congressional approval for more spending beyond the current $800 million.

Just in time, lawmakers found a stopgap solution. After what one aide called grueling discussions between lawmakers and the VA, the House on Thursday was able to pass a temporary fix that would keep things moving -- for three more weeks. The Senate followed suit late Friday afternoon.

But for a project whose estimated costs have ballooned to $1.73 billion, the funding Band-Aid does not solve the long-term issue.

""This is by no means a solution to the problems in Denver, which VA leaders created and are refusing to take responsibility for,"" said Rep. Jeff Miller, R-Fla., chairman of the House Veterans Affairs Committee. ""Rather it is a last-chance effort to convince VA and Obama administration leaders to take the department's problems seriously.""

The latest agreement would raise the authorization cap to $900 million, though the estimated price tag for the hospital is expected to hit $1.7 billion. According to a spokesman for Rep. Mike Coffman, R-Colo., who was against stopping construction for any reason, the deal would hand the VA another $20 million for now, as the project had already reached $880 million in costs since it began.

""The VA ignored my warnings for two years that the Aurora hospital was out-of-control and their refusal to heed my warnings has made a bad situation much worse,"" Coffman said in a statement on Thursday.

The hospital is meant to replace the city's aging, overcrowded facility, and could help relieve a system whose long wait times were at the center of last year's scandal over veterans' care. But the stand-off over construction was just the latest problem for the over-budget, behind-schedule project beset by allegations of waste and mismanagement.

Original designs for the hospital, which is supposed to include a series of nearly a dozen outbuildings for specialty care, estimated a total cost of $328 million. Further changes led Congress to authorize $568 million for the project, and last year, the VA was still saying the facility would cost $630 million, and be complete in 2015. When it was clear the campus could not be finished for under $1 billion, the general contractor, Kiewit-Turner, walked off the job and sued the VA. A panel of judges sided with the contractor in December 2014. The project is now under the auspices of the Army Corps of Engineers.

As the project was turned over to the Army, VA Deputy Secretary Sloan Gibson apologized for the mess. ""I apologize to veterans and to American taxpayers for the delays and the added costs,"" he said at an April 2 news conference, blaming a lack of communication with planners and incomplete designs at the outset, among other things.

Both sides in the VA-Congress dispute have been pointing the finger.

""Right now, VA is essentially asking taxpayers to bail it out of a massive problem of the department's own creation,"" Miller said in a lengthy letter to VA Secretary Bob McDonald on May 20.

Miller and others had been willing to turn off the spigot and let work stop this weekend on the project, which has been in the works since 2004. He's going along with the stopgap plan, but he and other lawmakers say they are still waiting for the VA to offer a plan for how it would pay for the rest of the construction.

Rep. Tim Huelskamp, R-Kan., who sits on the same committee, told FoxNews.com that the three-week extension is a Band-Aid, and he is firmly against continued funding if the VA does not show willingness ""to pay for their mistakes and their screw ups.""

""They need to go back to the drawing board,"" he said. ""And I just don't see a bail-out coming from the House.""

Several senators on the Senate Veterans Affairs Committee also expressed frustration.

But McDonald, who officially replaced former Secretary Eric Shinseki in July 2014 after it was revealed workers were falsifying records to cover up long wait times, rejected the idea that the VA has not offered detailed options on how to pay for the project.

""I have provided multiple proposals ... the options were rejected and the result has been inaction. Our veterans deserve better than that,"" he said in a statement Wednesday. ""I have presented a plan. Congress has not proposed a counter plan.""

McDonald said the VA wants to repurpose and reallocate fiscal 2015 funds. Lawmakers want to make sure the VA won't take money away from other projects or services for veterans to do that. There was talk earlier about dipping into the $5 billion fund that offers private care to veterans who need it, but that was opposed by lawmakers who told the VA it would have to concentrate on cost-cutting measures and other solutions. Lawmakers like Huelskamp and Coffman have suggested the money come out of top employee bonuses.

Glenn Haggstrom, the VA construction chief, who earned $64,000 in bonuses as he was overseeing the project, was pushed into retirement in March. Critics said Haggstrom, though, should have been available for an ongoing investigation and instead was going home with a fat pension.

""To date, not a single person has been fired for this blatant waste of taxpayer money,"" Miller said in his letter to the secretary. A Government Accountability Office (GAO) report in 2013 on the VA's largest medical center projects, including the Denver facility, showed that combined, all four were responsible for $1.5 billion in cost overruns and were an average of three years behind schedule each.

House Speaker John Boehner expressed frustration Wednesday with what he said was the VA's inability to correct itself over the last year -- not just in the area of construction, but in its long wait times and backlogs for veterans seeking benefits and care.

""At this point, the VA can't even build a hospital,"" he said on the House floor.",REAL
301,House committee passes bill that cuts Amtrak funding,"Washington (CNN) A House panel approved a measure Wednesday that cuts funding for Amtrak, less than a day after a train derailment left at least seven people dead and many more injured.

The Republican-led House Appropriations Committee voted 30-21 to reduce grants to Amtrak by $252 million -- a drop of about 15% from last year's level. The cut would apply only to Amtrak's capital spending and wouldn't touch funding levels for safety and operations. The measure still needs to clear the full House and Senate before it would go into effect in October.

Democrats on the panel fought unsuccessfully to boost Amtrak funding by $1 billion, to $2.4 billion. But Republicans argued that such a spending increase would need to be offset by cuts elsewhere in the budget, and they admonished Democrats for pointing to the derailment in an effort to increase funding for the passenger rail service.

""Don't use this tragedy in that way. It was beneath you,"" Rep. Mike Simpson, R-Idaho, said to Democrats.

The derailment late Tuesday in Philadelphia is renewing focus on how the U.S. funds and maintains infrastructure. Amtrak has become a political hot button in recent years as Republicans have sought to reduce the rail service's funding and focus it more on the popular Boston to Washington Northeast Corridor.

In March, the House approved legislation that would authorize Amtrak to pump more money into the Northeast Corridor route but that measure has yet to muscle its way through the Senate.

In a separate House transportation committee hearing on Wednesday, Democrats like Rep. Peter DeFazio of Oregon complained about sspending cuts, saying Republicans should be ""cognizant of the real world out there, of what happened last night, of what the capital needs of Amtrak are, and will not engage in short-sighted budget cutting.""

Republicans also brought up the derailment, but in more general terms, saying it needs to be studied.

""It's critical we find out exactly what happened out there and make sure we take the appropriate response to make sure it doesn't happen again,"" said Rep. Mario Diaz-Balart, R-Florida.

White House Press Secretary Josh Earnest said Wednesday on CNN's ""New Day"" that investing more in transportation infrastructure ""is a common sense"" decision and said investing in Amtrak should not be a partisan issue.

""There is clearly more that can be done when we're talking about a railway infrastructure that is decades-old,"" Earnest said. ""If there's an opportunity for us to make further investments in our infrastructure that would better safeguard the traveling public, then those are investments that we should make.""

Vice President Joe Biden, perhaps the most famous Amtrak fan in the country, issued a statement saying that ""the victims could have been any one of our parents, children, or someone from one of our communities. Amtrak is like a second family to me as it is for so many other passengers.""

Opposition to funding cuts isn't just coming from Democrats. Some Republicans representing districts in the Northeast Corridor are pushing back against conservatives who want to cut funding to Amtrak and privatize the rail service.

Rep. Ryan Costello, R-Pennsylvania, said Congress should boost funding for Amtrak, rather than cutting into its budget.

""If we're not investing in our safety for the Northeast Corridor, we're not doing what we should be doing down here,"" he said Wednesday morning on CNN. ""We need to continue to invest in our passenger rail system...a critical piece of the economy in the Northeast part of the country.""

It is still unclear what caused the crash, though the derailment happened as the train rolled through a curve, which investigators from the National Transportation Safety Board were inspecting Wednesday morning. The FBI is also at the scene assisting investigators, though there is nothing to suggest a terrorism connection at this point, a law enforcement official told CNN.

The state's two senators, Democrat Bob Casey and Republican Pat Toomey, toured the crash site Wednesday.

Some of the most gruesome images from inside the train came from a former Democratic congressman, Patrick Murphy of Pennsylvania, who was onboard one of the seven cars that derailed.

Murphy quickly tweeted images of injured passengers and first responders inside his overturned café car. He was not seriously injured, but his seatmate was knocked unconscious and was bleeding.

Sen. Tom Carper, a Democrat from Delaware, was also on the train but got off at a stop in his state before the train derailed in Philadelphia.

Rep. Bill Shuster, R-Pennsylvania, chair of the House transportation committee, and his Republican colleague, Jeff Denham, who chairs the railroads subcommittee, released a statement Wednesday saying they were ""saddened by the tragic accident.

U.S. House Transportation and Infrastructure Committee Chairman Bill Shuster R-Pennsylvania, Railroads, Pipelines, and Hazardous Materials Subcommittee Chairman Jeff Denham (R-California).

""Both the National Transportation Safety Board and the Federal Railroad Administration are on the scene, and while we don't yet know many details, we need to know how this happened and ensure the safety of the system and the millions of Americans who rely on the Northeast Corridor,"" they said in the statement.",REAL
